,code,label,level
3216,12 52 13,Chairs,4
3217,12 52 19,Upholstered Seating,4
3218,12 52 23,Office Seating,4
3219,12 52 70,Healthcare Seating,4
3220,12 52 83,Custom Seating,4
3221,12 53 00,Retail Furniture,3
3222,12 53 83,Custom Retail Furniture,4
3223,12 54 00,Hospitality Furniture,3
3224,12 54 13,Hotel and Motel Furniture,4
3225,12 54 16,Restaurant Furniture,4
3226,12 54 83,Custom Hospitality Furniture,4
3227,12 55 00,Detention Furniture,3
3228,12 55 13,Detention Bunks,4
3229,12 55 16,Detention Desks,4
3230,12 55 19,Detention Stools,4
3231,12 55 23,Detention Tables,4
3232,12 55 26,Detention Safety Clothes Hooks,4
3233,12 55 83,Custom Detention Furniture,4
3234,12 55 86,Detention Control Room Furniture,4
3235,12 56 00,Institutional Furniture,3
3236,12 56 23,Religious Furniture,4
3237,12 56 33,Classroom Furniture,4
3238,12 56 33.13,Fixed Classroom Tables,5
3239,12 56 33.23,Classroom Computer Furniture,5
3240,12 56 39,Lecterns,4
3241,12 56 43,Dormitory Furniture,4
3242,12 56 51,Library Furniture,4
3243,12 56 51.13,Book Shelves,5
3244,12 56 51.16,Study Carrels,5
3245,12 56 51.19,Index Card File Cabinets,5
3246,12 56 52,Audio-Visual Furniture,4
3247,12 56 53,Laboratory Furniture,4
3248,12 56 70,Healthcare Furniture,4
3249,12 56 83,Custom Institutional Furniture,4
3250,12 56 86,Institutional Control Room Furniture,4
3251,12 57 00,Industrial Furniture,3
3252,12 57 13,Welding Benches,4
3253,12 57 16,Welding Screens,4
3254,12 57 19,Laser Containment Screens,4
3255,12 57 83,Custom Industrial Furniture,4
3256,12 57 86,Industrial Control Room Furniture,4
3257,12 58 00,Residential Furniture,3
3258,12 58 13,Couches and Loveseats,4
3259,12 58 13.13,Futons,5
3260,12 58 16,Residential Chairs,4
3261,12 58 16.13,Reclining Chairs,5
3262,12 58 19,Dining Tables and Chairs,4
3263,12 58 23,Coffee Tables,4
3264,12 58 26,Entertainment Centers,4
3265,12 58 29,Beds,4
3266,12 58 29.13,Daybeds,5
3267,12 58 33,Dressers,4
3268,12 58 33.13,Armoires,5
3269,12 58 36,Nightstands,4
3270,12 58 83,Custom Residential Furniture,4
3271,12 59 00,Systems Furniture,3
3272,12 59 13,Panel-Hung Component System Furniture,4
3273,12 59 16,Free-Standing Component System Furniture,4
3274,12 59 19,Beam System Furniture,4
3275,12 59 23,Desk System Furniture,4
3276,12 59 83,Custom Systems Furniture,4
3277,12 60 00,Multiple Seating,2
3278,12 61 00,Fixed Audience Seating,3
3279,12 61 13,Upholstered Audience Seating,4
3280,12 61 16,Molded-Plastic Audience Seating,4
3281,12 62 00,Portable Audience Seating,3
3282,12 62 13,Folding Chairs,4
3283,12 62 16,Interlocking Chairs,4
3284,12 62 19,Stacking Chairs,4
3285,12 62 23,Portable Bleachers,4
3286,12 63 00,Stadium and Arena Seating,3
3287,12 63 13,Stadium and Arena Bench Seating,4
3288,12 63 23,Stadium and Arena Seats,4
3289,12 64 00,Booths and Tables,3
3290,12 65 00,Multiple-Use Fixed Seating,3
3291,12 66 00,Telescoping Stands,3
3292,12 66 13,Telescoping Bleachers,4
3293,12 66 23,Telescoping Chair Platforms,4
3294,12 67 00,Pews and Benches,3
3295,12 67 13,Pews,4
3296,12 67 23,Benches,4
3297,12 68 00,Seat and Table Assemblies,3
3298,12 68 13,Pedestal Tablet Arm Chairs,4
3299,12 90 00,Other Furnishings,2
3300,12 92 00,Interior Planters and Artificial Plants,3
3301,12 92 13,Interior Artificial Plants,4
3302,12 92 33,Interior Planters,4
3303,12 92 43,Interior Landscaping Accessories,4
3304,12 93 00,Interior Public Space Furnishings,3
3305,12 93 13,Bicycle Racks,4
3306,12 93 14,Bicycle Lockers,4
3307,12 93 23,Trash and Litter Receptacles,4
3308,13 00 00,Special Construction,1
3309,13 01 00,Operation and Maintenance of Special Construction,3
3310,13 01 10,Operation and Maintenance of Special Facility Components,4
3311,13 01 11,Operation and Maintenance of Swimming Pools,4
3312,13 01 12,Operation and Maintenance of Fountains,4
3313,13 01 13,Operation and Maintenance of Aquariums,4
3314,13 01 14,Operation and Maintenance of Amusement Park Structures and Equipment,4
3315,13 01 18,Operation and Maintenance of Ice Rinks,4
3316,13 01 20,Operation and Maintenance of Special Purpose Rooms,4
3317,13 01 21,Operation and Maintenance of Controlled Environment Rooms,4
3318,13 01 23,Operation and Maintenance of Planetariums,4
3319,13 01 30,Operation and Maintenance of Special Structures,4
3320,13 01 40,Operation and Maintenance of Integrated Construction,4
3321,13 01 49,Operation and Maintenance of Radiation Protection,4
3322,13 01 50,Operation and Maintenance of Special Instrumentation,4
3323,13 01 51,Operation and Maintenance of Stress Instrumentation,4
3324,13 01 52,Operation and Maintenance of Seismic Instrumentation,4
3325,13 01 53,Operation and Maintenance of Meteorological Instrumentation,4
3326,13 05 00,Common Work Results for Special Construction,3
3327,13 05 05,Selective Demolition for Special Construction,4
3328,13 06 00,Schedules for Special Construction,3
3329,13 06 10,Schedules for Special Facility Components,4
3330,13 06 20,Schedules for Special Purpose Rooms,4
3331,13 06 30,Schedules for Special Structures,4
3332,13 06 40,Schedules for Integrated Construction,4
3333,13 06 50,Schedules for Special Instrumentation,4
3334,13 08 00,Commissioning of Special Construction,3
3335,13 08 10,Commissioning of Special Facility Components,4
3336,13 08 11,Commissioning of Swimming Pools,4
3337,13 08 12,Commissioning of Fountains,4
3338,13 08 13,Commissioning of Aquariums,4
3339,13 08 14,Commissioning of Amusement Park Structures and Equipment,4
3340,13 08 18,Commissioning of Ice Rinks,4
3341,13 08 20,Commissioning of Special Purpose Rooms,4
3342,13 08 21,Commissioning of Controlled Environment Rooms,4
3343,13 08 23,Commissioning of Planetariums,4
3344,13 08 30,Commissioning of Special Structures,4
3345,13 08 40,Commissioning of Integrated Construction,4
3346,13 08 50,Commissioning of Special Instrumentation,4
3347,13 10 00,Special Facility Components,2
3348,13 11 00,Swimming Pools,3
3349,13 11 13,Below-Grade Swimming Pools,4
3350,13 11 23,On-Grade Swimming Pools,4
3351,13 11 33,Elevated Swimming Pools,4
3352,13 11 43,Recirculating Gutter Systems,4
3353,13 11 46,Swimming Pool Accessories,4
3354,13 11 49,Swimming Pool Cleaning Equipment,4
3355,13 11 53,Movable Pool Bulkheads,4
3356,13 11 56,Movable Pool Floors,4
3357,13 12 00,Fountains,3
3358,13 12 13,Exterior Fountains,4
3359,13 12 23,Interior Fountains,4
3360,13 13 00,Aquariums,3
3361,13 14 00,Amusement Park Structures and Equipment,3
3362,13 14 13,Water Slides,4
3363,13 14 16,Wave Generating Equipment,4
3364,13 14 23,Amusement Park Rides,4
3365,13 15 00,Specialty Element Construction,3
3366,13 17 00,Tubs and Pools,3
3367,13 17 13,Hot Tubs,4
3368,13 17 23,Therapeutic Pools,4
3369,13 17 33,Whirlpool Tubs,4
3370,13 18 00,Ice Rinks,3
3371,13 18 13,Ice Rink Floor Systems,4
3372,13 18 16,Ice Rink Dasher Boards,4
3373,13 19 00,Kennels and Animal Shelters,3
3374,13 19 13,Kennel Enclosures and Gates,4
3375,13 19 16,Kennel Feeding Devices,4
3376,13 19 19,Animal Washing Tubs,4
3377,13 20 00,Special Purpose Rooms,2
3378,13 21 00,Controlled Environment Rooms,3
3379,13 21 13,Clean Rooms,4
3380,13 21 16,Hyperbaric Rooms,4
3381,13 21 23,Insulated Rooms,4
3382,13 21 26,Cold Storage Rooms,4
3383,13 21 26.13,Walk-in Coolers,5
3384,13 21 26.16,Walk-in Freezers,5
3385,13 21 29,Constant Temperature Rooms,4
3386,13 21 48,Sound-Conditioned Rooms,4
3387,13 22 00,Office Shelters and Booths,3
3388,13 23 00,Planetariums,3
3389,13 24 00,Special Activity Rooms,3
3390,13 24 16,Saunas,4
3391,13 24 26,Steam Baths,4
3392,13 24 66,Athletic Rooms,4
3393,13 26 00,Fabricated Rooms,3
3394,13 26 13,Storm Shelter Rooms,4
3395,13 27 00,Vaults,3
3396,13 27 16,Modular Fire Vaults,4
3397,13 27 53,Security Vaults,4
3398,13 27 53.13,Modular Concrete Security Vaults,5
3399,13 27 53.16,Modular Metal-Clad Laminated Security Vaults,5
3400,13 28 00,Athletic and Recreational Special Construction,3
3401,13 28 13,Indoor Soccer Boards,4
3402,13 28 16,Safety Netting,4
3403,13 28 19,Arena Football Boards,4
3404,13 28 26,Floor Sockets,4
3405,13 28 33,Athletic and Recreational Court Walls,4
3406,13 28 66,Demountable Athletic Surfaces,4
3407,13 30 00,Special Structures,2
3408,13 31 00,Fabric Structures,3
3409,13 31 13,Air-Supported Fabric Structures,4
3410,13 31 13.13,Single-Walled Air-Supported Structures,5
3411,13 31 13.16,Multiple-Walled Air-Supported Structures,5
3412,13 31 23,Tensioned Fabric Structures,4
3413,13 31 33,Framed Fabric Structures,4
3414,13 32 00,Space Frames,3
3415,13 32 13,Metal Space Frames,4
3416,13 32 23,Wood Space Frames,4
3417,13 33 00,Geodesic Structures,3
3418,13 33 13,Geodesic Domes,4
3419,13 34 00,Fabricated Engineered Structures,3
3420,13 34 13,Glazed Structures,4
3421,13 34 13.13,Greenhouses,5
3422,13 34 13.16,Solariums,5
3423,13 34 13.19,Swimming Pool Enclosures,5
3424,13 34 13.23,Sunrooms,5
3425,13 34 13.26,Conservatories,5
3426,13 34 16,Grandstands and Bleachers,4
3427,13 34 16.13,Grandstands,5
3428,13 34 16.53,Bleachers,5
3429,13 34 18,Post Frame Building Systems,4
3430,13 34 19,Metal Building Systems,4
3431,13 34 23,Fabricated Structures,4
3432,13 34 23.13,Portable and Mobile Buildings,5
3433,13 34 23.14,Fabricated Classroom Buildings,5
3434,13 34 23.16,Fabricated Control Booths,5
3435,13 34 23.19,Fabricated Dome Structures,5
3436,13 34 23.23,Fabricated Substation Control Rooms,5
3437,13 34 56,Observatories,4
3438,13 35 00,Rammed Earth Construction,3
3439,13 35 13,Rammed Earth Walls,4
3440,13 35 13.13,Traditional Rammed Earth Walls,5
3441,13 35 13.23,Stabilized Insulated Rammed Earth Walls,5
3442,13 36 00,Towers,3
3443,13 36 13,Metal Towers,4
3444,13 36 13.13,Steel Towers,5
3445,13 36 23,Wood Towers,4
3446,13 40 00,Integrated Construction,2
3447,13 42 00,Building Modules,3
3448,13 42 13,Bathroom Unit Modules,4
3449,13 42 25,Hospitality Unit Modules,4
3450,13 42 33,Apartment Unit Modules,4
3451,13 42 43,Dormitory Unit Modules,4
3452,13 42 46,Education Unit Modules,4
3453,13 42 63,Detention Cell Modules,4
3454,13 42 63.13,Precast-Concrete Detention Cell Modules,5
3455,13 42 63.16,Steel Detention Cell Modules,5
3456,13 44 00,Modular Mezzanines,3
3457,13 47 00,Facility Protection,3
3458,13 47 13,Cathodic Protection,4
3459,13 47 13.13,Cathodic Protection for Underground and Submerged Piping,5
3460,13 47 13.16,Cathodic Protection for Underground Storage Tanks,5
3461,13 47 13.19,Cathodic Protection for Concrete Reinforcing,5
3462,13 48 00,"Sound, Vibration, and Seismic Control",3
3463,13 48 13,Manufactured Sound and Vibration Control Components,4
3464,13 48 23,Fabricated Sound and Vibration Control Assemblies,4
3465,13 48 53,Manufactured Seismic Control Components,4
3466,13 48 63,Fabricated Seismic Control Assemblies,4
3467,13 49 00,Radiation Protection,3
3468,13 49 13,Integrated X-Ray Shielding Assemblies,4
3469,13 49 16,Modular X-Ray Shielding Rooms,4
3470,13 49 23,Integrated RFI/EMI Shielding Assemblies,4
3471,13 49 26,Modular RFI/EMI Shielding Rooms,4
3472,13 50 00,Special Instrumentation,2
3473,13 51 00,Stress Instrumentation,3
3474,13 52 00,Seismic Instrumentation,3
3475,13 53 00,Meteorological Instrumentation,3
3476,13 53 13,Solar Instrumentation,4
3477,13 53 23,Wind Instrumentation,4
3478,14 00 00,Conveying Equipment,1
3479,14 01 00,Operation and Maintenance of Conveying Equipment,3
3480,14 01 10,Operation and Maintenance of Dumbwaiters,4
3481,14 01 10.71,Dumbwaiter Rehabilitation,5
3482,14 01 20,Operation and Maintenance of Elevators,4
3483,14 01 20.71,Elevator Rehabilitation,5
3484,14 01 30,Operation and Maintenance of Escalators and Moving Walks,4
3485,14 01 30.71,Escalators and Moving Walks Rehabilitation,5
3486,14 01 40,Operation and Maintenance of Lifts,4
3487,14 01 40.71,Lift Rehabilitation,5
3488,14 01 70,Operation and Maintenance of Turntables,4
3489,14 01 80,Operation and Maintenance of Scaffolding,4
3490,14 01 90,Operation and Maintenance of Other Conveying Equipment,4
3491,14 05 00,Common Work Results for Conveying Equipment,3
3492,14 05 05,Selective Demolition for Conveying Equipment,4
3493,14 06 00,Schedules for Conveying Equipment,3
3494,14 06 10,Schedules for Dumbwaiters,4
3495,14 06 20,Schedules for Elevators,4
3496,14 06 20.13,Elevator Equipment Schedule,5
3497,14 06 30,Schedules for Escalators and Moving Walks,4
3498,14 06 40,Schedules for Lifts,4
3499,14 06 40.13,Lift Schedule,5
3500,14 06 70,Schedules for Turntables,4
3501,14 06 80,Schedules for Scaffolding,4
3502,14 06 90,Schedules for Other Conveying Equipment,4
3503,14 08 00,Commissioning of Conveying Equipment,3
3504,14 08 10,Commissioning of Dumbwaiters,4
3505,14 08 20,Commissioning of Elevators,4
3506,14 08 30,Commissioning of Escalators and Moving Walks,4
3507,14 08 40,Commissioning of Lifts,4
3508,14 08 70,Commissioning of Turntables,4
3509,14 08 80,Commissioning of Scaffolding,4
3510,14 10 00,Dumbwaiters,2
3511,14 11 00,Manual Dumbwaiters,3
3512,14 12 00,Electric Dumbwaiters,3
3513,14 14 00,Hydraulic Dumbwaiters,3
3514,14 20 00,Elevators,2
3515,14 21 00,Electric Traction Elevators,3
3516,14 21 13,Electric Traction Freight Elevators,4
3517,14 21 23,Electric Traction Passenger Elevators,4
3518,14 21 23.13,Machine Room Electric Traction Passenger Elevators,5
3519,14 21 23.16,Machine Room-Less Electric Traction Passenger Elevators,5
3520,14 21 33,Electric Traction Residential Elevators,4
3521,14 21 43,Electric Traction Service Elevators,4
3522,14 24 00,Hydraulic Elevators,3
3523,14 24 13,Hydraulic Freight Elevators,4
3524,14 24 23,Hydraulic Passenger Elevators,4
3525,14 24 33,Hydraulic Residential Elevators,4
3526,14 24 43,Hydraulic Service Elevators,4
3527,14 26 00,Limited-Use/Limited-Application Elevators,3
3528,14 27 00,Custom Elevator Cabs and Doors,3
3529,14 27 13,Custom Elevator Cab Finishes,4
3530,14 27 16,Custom Elevator Doors,4
3531,14 28 00,Elevator Equipment and Controls,3
3532,14 28 16,Elevator Controls,4
3533,14 28 19,Elevator Equipment,4
3534,14 28 19.13,Elevator Safety Equipment,5
3535,14 28 19.16,Elevator Hoistway Equipment,5
3536,14 30 00,Escalators and Moving Walks,2
3537,14 31 00,Escalators,3
3538,14 32 00,Moving Walks,3
3539,14 33 00,Moving Ramps,3
3540,14 33 13,Motorized Ramps,4
3541,14 33 16,Powered Ramps,4
3542,14 40 00,Lifts,2
3543,14 41 00,People Lifts,3
3544,14 41 13,Counterbalanced People Lifts,4
3545,14 41 16,Endless-Belt People Lifts,4
3546,14 41 19,Stairway Chairlifts,4
3547,14 42 00,Wheelchair Lifts,3
3548,14 42 13,Inclined Wheelchair Lifts,4
3549,14 42 16,Vertical Wheelchair Lifts,4
3550,14 43 00,Platform Lifts,3
3551,14 43 13,Orchestra Lifts,4
3552,14 43 16,Stage Lifts,4
3553,14 44 00,Sidewalk Lifts,3
3554,14 45 00,Vehicle Lifts,3
3555,14 45 13,Vehicle Service Lifts,4
3556,14 45 23,Vehicle Parking Lifts,4
3557,14 46 00,Material Lifts,3
3558,14 70 00,Turntables,2
3559,14 71 00,Industrial Turntables,3
3560,14 71 11,Vehicle Turntables,4
3561,14 72 00,Hospitality Turntables,3
3562,14 72 25,Restaurant Turntables,4
3563,14 73 00,Exhibit Turntables,3
3564,14 73 59,Display Turntables,4
3565,14 74 00,Entertainment Turntables,3
3566,14 74 61,Stage Turntables,4
3567,14 80 00,Scaffolding,2
3568,14 81 00,Suspended Scaffolding,3
3569,14 81 13,Beam Scaffolding,4
3570,14 81 16,Carriage Scaffolding,4
3571,14 81 19,Hook Scaffolding,4
3572,14 82 00,Rope Climbers,3
3573,14 82 13,Manual Rope Climbers,4
3574,14 82 16,Powered Rope Climbers,4
3575,14 83 00,Elevating Platforms,3
3576,14 83 13,Telescoping Platform Lifts,4
3577,14 83 13.13,Electric and Battery Telescoping Platform Lifts,5
3578,14 83 13.16,Pneumatic Telescoping Platform Lifts,5
3579,14 83 16,Scissor Lift Platforms,4
3580,14 83 19,Multi-Axis Platform Lifts,4
3581,14 84 00,Powered Scaffolding,3
3582,14 84 13,Window Washing Scaffolding,4
3583,14 84 23,Window Washing Hoists,4
3584,14 90 00,Other Conveying Equipment,2
3585,14 91 00,Facility Chutes,3
3586,14 91 13,Coal Chutes,4
3587,14 91 23,Escape Chutes,4
3588,14 91 33,Laundry and Linen Chutes,4
3589,14 91 82,Trash Chutes,4
3590,14 92 00,Pneumatic Tube Systems,3
3591,14 93 00,Slide Pole Systems,3
3592,14 93 13,Firehouse Slide Poles,4
3593,21 00 00,Fire Suppression,1
3594,21 01 00,Operation and Maintenance of Fire Suppression,3
3595,21 01 10,Operation and Maintenance of Water-Based Fire-Suppression Systems,4
3596,21 01 20,Operation and Maintenance of Fire-Extinguishing Systems,4
3597,21 01 30,Operation and Maintenance of Fire-Suppression Equipment,4
3598,21 05 00,Common Work Results for Fire Suppression,3
3599,21 05 05,Selective Demolition for Fire Suppression,4
3600,21 05 13,Common Motor Requirements for Fire-Suppression Equipment,4
3601,21 05 16,Expansion Fittings and Loops for Fire-Suppression Piping,4
3602,21 05 17,Sleeves and Sleeve Seals for Fire-Suppression Piping,4
3603,21 05 19,Meters and Gages for Fire-Suppression Systems,4
3604,21 05 23,General-Duty Valves for Water-Based Fire-Suppression Piping,4
3605,21 05 29,Hangers and Supports for Fire-Suppression Piping and Equipment,4
3606,21 05 33,Heat Tracing for Fire-Suppression Piping,4
3607,21 05 48,Vibration and Seismic Controls for Fire-Suppression Piping and Equipment,4
3608,21 05 48.13,Vibration Controls for Fire-Suppresion Piping and Equipment,5
3609,21 05 53,Identification for Fire-Suppression Piping and Equipment,4
3610,21 06 00,Schedules for Fire Suppression,3
3611,21 06 10,Schedules for Water-Based Fire-Suppression Systems,4
3612,21 06 20,Schedules for Fire-Extinguishing Systems,4
3613,21 06 30,Schedules for Fire-Suppression Equipment,4
3614,21 07 00,Fire Suppression Systems Insulation,3
3615,21 07 16,Fire-Suppression Equipment Insulation,4
3616,21 07 19,Fire-Suppression Piping Insulation,4
3617,21 08 00,Commissioning of Fire Suppression,3
3618,21 09 00,Instrumentation and Control for Fire-Suppression Systems,3
3619,21 10 00,Water-Based Fire-Suppression Systems,2
3620,21 11 00,Facility Fire-Suppression Water-Service Piping,3
3621,21 11 16,Facility Fire Hydrants,4
3622,21 11 19,Fire-Department Connections,4
3623,21 12 00,Fire-Suppression Standpipes,3
3624,21 12 13,Fire-Suppression Hoses and Nozzles,4
3625,21 12 16,Fire-Suppression Hose Reels,4
3626,21 12 19,Fire-Suppression Hose Racks,4
3627,21 12 23,Fire-Suppression Hose Valves,4
3628,21 13 00,Fire-Suppression Sprinkler Systems,3
3629,21 13 13,Wet-Pipe Sprinkler Systems,4
3630,21 13 16,Dry-Pipe Sprinkler Systems,4
3631,21 13 19,Preaction Sprinkler Systems,4
3632,21 13 23,Combined Dry-Pipe and Preaction Sprinkler Systems,4
3633,21 13 26,Deluge Fire-Suppression Sprinkler Systems,4
3634,21 13 29,Water Spray Fixed Systems,4
3635,21 13 36,Antifreeze Sprinkler Systems,4
3636,21 13 39,Foam-Water Systems,4
3637,21 16 00,Fire-Suppression Pressure Maintenance Pumps,3
3638,21 20 00,Fire-Extinguishing Systems,2
3639,21 21 00,Carbon-Dioxide Fire-Extinguishing Systems,3
3640,21 21 13,Carbon-Dioxide Fire-Extinguishing Piping,4
3641,21 21 13.13,"High-Pressure, Carbon-Dioxide Fire-Extinguishing Systems",5
3642,21 21 13.16,"Low-Pressure, Carbon-Dioxide Fire-Extinguishing Systems",5
3643,21 21 16,Carbon-Dioxide Fire-Extinguishing Equipment,4
3644,21 22 00,Clean-Agent Fire-Extinguishing Systems,3
3645,21 22 13,Clean-Agent Fire-Extinguishing Piping,4
3646,21 22 16,Clean-Agent Fire-Extinguishing Equipment,4
3647,21 23 00,Wet-Chemical Fire-Extinguishing Systems,3
3648,21 23 13,Wet-Chemical Fire-Extinguishing Piping,4
3649,21 23 16,Wet-Chemical Fire-Extinguishing Equipment,4
3650,21 24 00,Dry-Chemical Fire-Extinguishing Systems,3
3651,21 24 13,Dry-Chemical Fire-Extinguishing Piping,4
3652,21 24 16,Dry-Chemical Fire-Extinguishing Equipment,4
3653,21 30 00,Fire Pumps,2
3654,21 31 00,Centrifugal Fire Pumps,3
3655,21 31 13,"Electric-Drive, Centrifugal Fire Pumps",4
3656,21 31 16,"Diesel-Drive, Centrifugal Fire Pumps",4
3657,21 32 00,Vertical-Turbine Fire Pumps,3
3658,21 32 13,"Electric-Drive, Vertical-Turbine Fire Pumps",4
3659,21 32 16,"Diesel-Drive, Vertical-Turbine Fire Pumps",4
3660,21 33 00,Positive-Displacement Fire Pumps,3
3661,21 33 13,"Electric-Drive, Positive-Displacement Fire Pumps",4
3662,21 33 16,"Diesel-Drive, Positive-Displacement Fire Pumps",4
