Classifications,Property Names,Property Types
IfcSpatialElement,ConcealedCeilingOffset,real
IfcSpatialElement,ConcealedFlooring,"['TRUE', 'FALSE']"
IfcSpatialElement,ConcealedFlooringOffset,real
IfcSpatialElement,FloorCovering,string
IfcSpatialElement,FloorCoveringThickness,real
IfcSpatialElement,Molding,string
IfcSpatialElement,MoldingHeight,real
IfcSpatialElement,SkirtingBoard,string
IfcSpatialElement,SkirtingBoardHeight,real
IfcSpatialElement,WallCovering,string
IfcSpatialElement,WallCoveringThickness,real
IfcSpatialElement,AirPressurization,"['TRUE', 'FALSE']"
IfcSpatialElement,FireExit,"['TRUE', 'FALSE']"
IfcSpatialElement,FireRiskFactor,string
IfcSpatialElement,FlammableStorage,"['TRUE', 'FALSE']"
IfcSpatialElement,SprinklerProtection,"['TRUE', 'FALSE']"
IfcSpatialElement,SprinklerProtectionAutomatic,"['TRUE', 'FALSE']"
IfcSpatialElement,AirConditioning,"['TRUE', 'FALSE']"
IfcSpatialElement,AirConditioningCentral,"['TRUE', 'FALSE']"
IfcSpatialElement,AirHandlingName,string
IfcSpatialElement,DiscontinuedHeating,"['TRUE', 'FALSE']"
IfcSpatialElement,HumidityMax,real
IfcSpatialElement,HumidityMin,real
IfcSpatialElement,HumiditySetPoint,real
IfcSpatialElement,HumiditySummer,real
IfcSpatialElement,HumidityWinter,real
IfcSpatialElement,MechanicalVentilation,"['TRUE', 'FALSE']"
IfcSpatialElement,NaturalVentilation,"['TRUE', 'FALSE']"
IfcSpatialElement,TemperatureMax,real
IfcSpatialElement,TemperatureMin,real
IfcSpatialElement,TemperatureSetPoint,real
IfcSpatialElement,TemperatureSummerMax,real
IfcSpatialElement,TemperatureSummerMin,real
IfcSpatialElement,TemperatureWinterMax,real
IfcSpatialElement,TemperatureWinterMin,real
IfcSpatialElement,ArtificialLighting,"['TRUE', 'FALSE']"
IfcSpatialElement,Illuminance,real
IfcSpatialElement,AreaPerOccupant,real
IfcSpatialElement,IsOutlookDesirable,"['TRUE', 'FALSE']"
IfcSpatialElement,MinimumHeadroom,real
IfcSpatialElement,OccupancyTimePerDay,real
IfcSpatialElement,OccupancyType,string
IfcSpatialElement,AirFlowSensible,real
IfcSpatialElement,AirSideSystemDistributionType,"['DUALDUCT', 'MULTIZONE', 'NOTKNOWN', 'OTHER', 'SINGLEDUCT', 'UNSET']"
IfcSpatialElement,AirSideSystemType,"['CONSTANTVOLUME', 'CONSTANTVOLUMEBYPASS', 'CONSTANTVOLUMEMULTIPLEZONEREHEAT', 'CONSTANTVOLUMESINGLEZONE', 'NOTKNOWN', 'OTHER', 'UNSET', 'VARIABLEAIRVOLUME', 'VARIABLEAIRVOLUMEDUALCONDUIT', 'VARIABLEAIRVOLUMEFANPOWERED', 'VARIABLEAIRVOLUMEINDUCTION', 'VARIABLEAIRVOLUMEREHEAT', 'VARIABLEAIRVOLUMEVARIABLEDIFFUSERS', 'VARIABLEAIRVOLUMEVARIABLETEMPERATURE']"
IfcSpatialElement,ApplianceDiversity,real
IfcSpatialElement,CoolingTemperatureDelta,real
IfcSpatialElement,Description,string
IfcSpatialElement,EnergyGainSensible,real
IfcSpatialElement,EnergyGainTotal,real
IfcSpatialElement,EnergyLoss,real
IfcSpatialElement,FanPower,real
IfcSpatialElement,HeatingTemperatureDelta,real
IfcSpatialElement,InfiltrationDiversitySummer,real
IfcSpatialElement,InfiltrationDiversityWinter,real
IfcSpatialElement,TotalAirFlow,real
IfcSpatialElement,Ventilation,real
IfcSpatialElement,BoundaryAreaHeatLoss,real
IfcSpatialElement,CeilingRAPlenum,"['TRUE', 'FALSE']"
IfcSpatialElement,CoolingDesignAirFlow,real
IfcSpatialElement,CoolingDryBulb,real
IfcSpatialElement,CoolingRelativeHumidity,real
IfcSpatialElement,DesignAirFlow,real
IfcSpatialElement,HeatingDesignAirFlow,real
IfcSpatialElement,HeatingDryBulb,real
IfcSpatialElement,HeatingRelativeHumidity,real
IfcSpatialElement,SensibleHeatGain,real
IfcSpatialElement,TotalHeatGain,real
IfcSpatialElement,TotalHeatLoss,real
IfcSpatialElement,VentilationDesignAirFlow,real
IfcSpatialElement,ApplianceDiversity,real
IfcSpatialElement,AppliancePercentLoadToRadiant,real
IfcSpatialElement,InfiltrationDiversitySummer,real
IfcSpatialElement,InfiltrationDiversityWinter,real
IfcSpatialElement,LightingDiversity,real
IfcSpatialElement,LightingLoadIntensity,real
IfcSpatialElement,LightingPercentLoadToReturnAir,real
IfcSpatialElement,LoadSafetyFactor,real
IfcSpatialElement,OccupancyDiversity,real
IfcSpatialElement,OutsideAirPerPerson,real
IfcSpatialElement,ReceptacleLoadIntensity,real
IfcSpatialElement,TotalCoolingLoad,real
IfcSpatialElement,TotalHeatingLoad,real
IfcSpatialElement,LongName,string
IfcSpatialElement,ElementType,string
IfcSpatialStructureElement,AgreementDate,string
IfcSpatialStructureElement,AgreementType,"['ASSIGNMENT', 'LEASE', 'NOTKNOWN', 'OTHER', 'TENANT', 'UNSET']"
IfcSpatialStructureElement,AgreementVersion,string
IfcSpatialStructureElement,CommencementDate,string
IfcSpatialStructureElement,ConditionCommencement,string
IfcSpatialStructureElement,ConditionTermination,string
IfcSpatialStructureElement,Duration,string
IfcSpatialStructureElement,Options,string
IfcSpatialStructureElement,PropertyName,string
IfcSpatialStructureElement,Restrictions,string
IfcSpatialStructureElement,TerminationDate,string
IfcSpatialStructureElement,TrackingIdentifier,string
IfcSpatialStructureElement,CompositionType,"['COMPLEX', 'ELEMENT', 'PARTIAL']"
IfcSpatialZone,AirPressurization,"['TRUE', 'FALSE']"
IfcSpatialZone,FireExit,"['TRUE', 'FALSE']"
IfcSpatialZone,FireRiskFactor,string
IfcSpatialZone,FlammableStorage,"['TRUE', 'FALSE']"
IfcSpatialZone,SprinklerProtection,"['TRUE', 'FALSE']"
IfcSpatialZone,SprinklerProtectionAutomatic,"['TRUE', 'FALSE']"
IfcSpatialZone,AirConditioning,"['TRUE', 'FALSE']"
IfcSpatialZone,AirConditioningCentral,"['TRUE', 'FALSE']"
IfcSpatialZone,AirHandlingName,string
IfcSpatialZone,DiscontinuedHeating,"['TRUE', 'FALSE']"
IfcSpatialZone,HumidityMax,real
IfcSpatialZone,HumidityMin,real
IfcSpatialZone,HumiditySetPoint,real
IfcSpatialZone,HumiditySummer,real
IfcSpatialZone,HumidityWinter,real
IfcSpatialZone,MechanicalVentilation,"['TRUE', 'FALSE']"
IfcSpatialZone,NaturalVentilation,"['TRUE', 'FALSE']"
IfcSpatialZone,TemperatureMax,real
IfcSpatialZone,TemperatureMin,real
IfcSpatialZone,TemperatureSetPoint,real
IfcSpatialZone,TemperatureSummerMax,real
IfcSpatialZone,TemperatureSummerMin,real
IfcSpatialZone,TemperatureWinterMax,real
IfcSpatialZone,TemperatureWinterMin,real
IfcSpatialZone,ArtificialLighting,"['TRUE', 'FALSE']"
IfcSpatialZone,Illuminance,real
IfcSpatialZone,AreaPerOccupant,real
IfcSpatialZone,IsOutlookDesirable,"['TRUE', 'FALSE']"
IfcSpatialZone,MinimumHeadroom,real
IfcSpatialZone,OccupancyTimePerDay,real
IfcSpatialZone,OccupancyType,string
IfcSpatialZone,IsExternal,"['TRUE', 'FALSE']"
IfcSpatialZone,Reference,string
IfcSpatialZone,Height,real
IfcSpatialZone,Length,real
IfcSpatialZone,Width,real
IfcSpatialZone,AirFlowSensible,real
IfcSpatialZone,AirSideSystemDistributionType,"['DUALDUCT', 'MULTIZONE', 'NOTKNOWN', 'OTHER', 'SINGLEDUCT', 'UNSET']"
IfcSpatialZone,AirSideSystemType,"['CONSTANTVOLUME', 'CONSTANTVOLUMEBYPASS', 'CONSTANTVOLUMEMULTIPLEZONEREHEAT', 'CONSTANTVOLUMESINGLEZONE', 'NOTKNOWN', 'OTHER', 'UNSET', 'VARIABLEAIRVOLUME', 'VARIABLEAIRVOLUMEDUALCONDUIT', 'VARIABLEAIRVOLUMEFANPOWERED', 'VARIABLEAIRVOLUMEINDUCTION', 'VARIABLEAIRVOLUMEREHEAT', 'VARIABLEAIRVOLUMEVARIABLEDIFFUSERS', 'VARIABLEAIRVOLUMEVARIABLETEMPERATURE']"
IfcSpatialZone,ApplianceDiversity,real
IfcSpatialZone,CoolingTemperatureDelta,real
IfcSpatialZone,Description,string
IfcSpatialZone,EnergyGainSensible,real
IfcSpatialZone,EnergyGainTotal,real
IfcSpatialZone,EnergyLoss,real
IfcSpatialZone,FanPower,real
IfcSpatialZone,HeatingTemperatureDelta,real
IfcSpatialZone,InfiltrationDiversitySummer,real
IfcSpatialZone,InfiltrationDiversityWinter,real
IfcSpatialZone,TotalAirFlow,real
IfcSpatialZone,Ventilation,real
IfcSpatialZone,LongName,string
IfcSystem,AcceptanceDate,string
IfcSystem,InstallationDate,string
IfcSystem,PutIntoOperationDate,string
IfcSystem,MeanTimeToRepair,real
IfcSystem,RepairContent,string
IfcSystem,RepairDate,string
IfcSystem,AssessmentCondition,string
IfcSystem,AssessmentDate,string
IfcSystem,AssessmentDescription,string
IfcSystem,AssessmentFrequency,real
IfcSystem,AssessmentType,string
IfcSystem,LastAssessmentReport,string
IfcSystem,NextAssessmentDate,string
IfcSystem,AccidentResponse,"['EMERGENCYINSPECTION', 'EMERGENCYPROCEDURE', 'REACTIVE', 'URGENTINSPECTION', 'URGENTPROCEDURE']"
IfcSystem,AssetCriticality,"['HIGH', 'LOW', 'MODERATE', 'VERYHIGH', 'VERYLOW']"
IfcSystem,AssetFrailty,"['HIGH', 'LOW', 'MODERATE', 'VERYHIGH', 'VERYLOW']"
IfcSystem,AssetPriority,"['HIGH', 'LOW', 'MODERATE', 'VERYHIGH', 'VERYLOW']"
IfcSystem,MonitoringType,"['FEEDBACK', 'INSPECTION', 'IOT', 'PPM', 'SENSORS']"
IfcSystem,ConditionDisposalLevel,"['HIGH', 'LOW', 'MODERATE', 'VERYHIGH', 'VERYLOW']"
IfcSystem,ConditionMaintenanceLevel,"['HIGH', 'LOW', 'MODERATE', 'VERYHIGH', 'VERYLOW']"
IfcSystem,ConditionReplacementLevel,"['HIGH', 'LOW', 'MODERATE', 'VERYHIGH', 'VERYLOW']"
IfcSystem,ConditionTargetPerformance,"['HIGH', 'LOW', 'MODERATE', 'VERYHIGH', 'VERYLOW']"
IfcSystem,DurationDisposalLevel,string
IfcSystem,DurationMaintenanceLevel,string
IfcSystem,DurationReplacementLevel,string
IfcSystem,DurationTargetPerformance,string
IfcSystem,DisposalLevel,real
IfcSystem,PerformanceMaintenanceLevel,real
IfcSystem,ReplacementLevel,real
IfcSystem,TargetPerformance,real
IfcTransportationDevice,EnergyConsumption,real
IfcTransportationDevice,EnergyConversionEfficiency,real
IfcTransportationDevice,EnergySourceLabel,string
IfcTransportationDevice,PowerDemand,real
IfcTransportationDevice,CarbonDioxideEmissions,real
IfcTransportationDevice,NitrogenOxidesEmissions,real
IfcTransportationDevice,NoiseEmissions,real
IfcTransportationDevice,ParticulateMatterEmissions,real
IfcTransportationDevice,SulphurDioxideEmissions,real
IfcTransportationDevice,ProcessItem,"['BARREL', 'CGT', 'NOTKNOWN', 'OTHER', 'PASSENGER', 'TEU', 'TONNE', 'UNSET', 'VEHICLE']"
IfcTransportationDevice,ProcessPerformance,string
IfcTransportationDevice,CapacityWeight,real
IfcTransportationDevice,FireExit,"['TRUE', 'FALSE']"
IfcTransportationDevice,Reference,string
IfcTransportationDevice,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcZone,ProcessItem,"['BARREL', 'CGT', 'NOTKNOWN', 'OTHER', 'PASSENGER', 'TEU', 'TONNE', 'UNSET', 'VEHICLE']"
IfcZone,ProcessPerformance,string
IfcZone,AirPressurization,"['TRUE', 'FALSE']"
IfcZone,FireExit,"['TRUE', 'FALSE']"
IfcZone,FireRiskFactor,string
IfcZone,FlammableStorage,"['TRUE', 'FALSE']"
IfcZone,SprinklerProtection,"['TRUE', 'FALSE']"
IfcZone,SprinklerProtectionAutomatic,"['TRUE', 'FALSE']"
IfcZone,AirConditioning,"['TRUE', 'FALSE']"
IfcZone,AirConditioningCentral,"['TRUE', 'FALSE']"
IfcZone,AirHandlingName,string
IfcZone,DiscontinuedHeating,"['TRUE', 'FALSE']"
IfcZone,HumidityMax,real
IfcZone,HumidityMin,real
IfcZone,HumiditySetPoint,real
IfcZone,HumiditySummer,real
IfcZone,HumidityWinter,real
IfcZone,MechanicalVentilation,"['TRUE', 'FALSE']"
IfcZone,NaturalVentilation,"['TRUE', 'FALSE']"
IfcZone,TemperatureMax,real
IfcZone,TemperatureMin,real
IfcZone,TemperatureSetPoint,real
IfcZone,TemperatureSummerMax,real
IfcZone,TemperatureSummerMin,real
IfcZone,TemperatureWinterMax,real
IfcZone,TemperatureWinterMin,real
IfcZone,ArtificialLighting,"['TRUE', 'FALSE']"
IfcZone,Illuminance,real
IfcZone,AreaPerOccupant,real
IfcZone,IsOutlookDesirable,"['TRUE', 'FALSE']"
IfcZone,MinimumHeadroom,real
IfcZone,OccupancyTimePerDay,real
IfcZone,OccupancyType,string
IfcZone,GrossPlannedArea,real
IfcZone,HandicapAccessible,"['TRUE', 'FALSE']"
IfcZone,IsExternal,"['TRUE', 'FALSE']"
IfcZone,NetPlannedArea,real
IfcZone,PubliclyAccessible,"['TRUE', 'FALSE']"
IfcZone,Reference,string
IfcZone,AirFlowSensible,real
IfcZone,AirSideSystemDistributionType,"['DUALDUCT', 'MULTIZONE', 'NOTKNOWN', 'OTHER', 'SINGLEDUCT', 'UNSET']"
IfcZone,AirSideSystemType,"['CONSTANTVOLUME', 'CONSTANTVOLUMEBYPASS', 'CONSTANTVOLUMEMULTIPLEZONEREHEAT', 'CONSTANTVOLUMESINGLEZONE', 'NOTKNOWN', 'OTHER', 'UNSET', 'VARIABLEAIRVOLUME', 'VARIABLEAIRVOLUMEDUALCONDUIT', 'VARIABLEAIRVOLUMEFANPOWERED', 'VARIABLEAIRVOLUMEINDUCTION', 'VARIABLEAIRVOLUMEREHEAT', 'VARIABLEAIRVOLUMEVARIABLEDIFFUSERS', 'VARIABLEAIRVOLUMEVARIABLETEMPERATURE']"
IfcZone,ApplianceDiversity,real
IfcZone,CoolingTemperatureDelta,real
IfcZone,Description,string
IfcZone,EnergyGainSensible,real
IfcZone,EnergyGainTotal,real
IfcZone,EnergyLoss,real
IfcZone,FanPower,real
IfcZone,HeatingTemperatureDelta,real
IfcZone,InfiltrationDiversitySummer,real
IfcZone,InfiltrationDiversityWinter,real
IfcZone,TotalAirFlow,real
IfcZone,Ventilation,real
IfcZone,LongName,string
IfcArbitraryClosedProfileDef,FlangeBaseFillet,real
IfcArbitraryClosedProfileDef,FlangeChamfer,real
IfcArbitraryClosedProfileDef,FlangeDepth,real
IfcArbitraryClosedProfileDef,FlangeDraft,real
IfcArbitraryClosedProfileDef,FlangeTopFillet,real
IfcArbitraryClosedProfileDef,LeftFlangeWidth,real
IfcArbitraryClosedProfileDef,OverallDepth,real
IfcArbitraryClosedProfileDef,OverallWidth,real
IfcArbitraryClosedProfileDef,RightFlangeWidth,real
IfcArbitraryClosedProfileDef,StemBaseChamfer,real
IfcArbitraryClosedProfileDef,StemBaseFillet,real
IfcArbitraryClosedProfileDef,StemBaseWidth,real
IfcArbitraryClosedProfileDef,StemTopChamfer,real
IfcArbitraryClosedProfileDef,StemTopFillet,real
IfcArbitraryClosedProfileDef,StemTopWidth,real
IfcArbitraryProfileDefWithVoids,BaseChamfer,real
IfcArbitraryProfileDefWithVoids,BottomCover,real
IfcArbitraryProfileDefWithVoids,CenterCoreBaseHeight,real
IfcArbitraryProfileDefWithVoids,CenterCoreBaseWidth,real
IfcArbitraryProfileDefWithVoids,CenterCoreMiddleHeight,real
IfcArbitraryProfileDefWithVoids,CenterCoreSpacing,real
IfcArbitraryProfileDefWithVoids,CenterCoreTopHeight,real
IfcArbitraryProfileDefWithVoids,CenterCoreTopWidth,real
IfcArbitraryProfileDefWithVoids,CoreBaseHeight,real
IfcArbitraryProfileDefWithVoids,CoreBaseWidth,real
IfcArbitraryProfileDefWithVoids,CoreMiddleHeight,real
IfcArbitraryProfileDefWithVoids,CoreSpacing,real
IfcArbitraryProfileDefWithVoids,CoreTopHeight,real
IfcArbitraryProfileDefWithVoids,CoreTopWidth,real
IfcArbitraryProfileDefWithVoids,DraftBaseOffset,real
IfcArbitraryProfileDefWithVoids,DraftSideOffset,real
IfcArbitraryProfileDefWithVoids,EdgeDraft,real
IfcArbitraryProfileDefWithVoids,KeyDepth,real
IfcArbitraryProfileDefWithVoids,KeyHeight,real
IfcArbitraryProfileDefWithVoids,KeyOffset,real
IfcArbitraryProfileDefWithVoids,OverallDepth,real
IfcArbitraryProfileDefWithVoids,OverallWidth,real
IfcProfileDef,CentreOfGravityInX,real
IfcProfileDef,CentreOfGravityInY,real
IfcProfileDef,CrossSectionArea,real
IfcProfileDef,MassPerLength,real
IfcProfileDef,MaximumPlateThickness,real
IfcProfileDef,MaximumSectionModulusY,real
IfcProfileDef,MaximumSectionModulusZ,real
IfcProfileDef,MinimumPlateThickness,real
IfcProfileDef,MinimumSectionModulusY,real
IfcProfileDef,MinimumSectionModulusZ,real
IfcProfileDef,MomentOfInertiaY,real
IfcProfileDef,MomentOfInertiaYZ,real
IfcProfileDef,MomentOfInertiaZ,real
IfcProfileDef,Perimeter,real
IfcProfileDef,PlasticShapeFactorY,real
IfcProfileDef,PlasticShapeFactorZ,real
IfcProfileDef,ShearAreaY,real
IfcProfileDef,ShearAreaZ,real
IfcProfileDef,ShearCentreY,real
IfcProfileDef,ShearCentreZ,real
IfcProfileDef,ShearDeformationAreaY,real
IfcProfileDef,ShearDeformationAreaZ,real
IfcProfileDef,TorsionalConstantX,real
IfcProfileDef,TorsionalSectionModulus,real
IfcProfileDef,WarpingConstant,real
IfcProfileDef,ProfileName,string
IfcProfileDef,ProfileType,"['AREA', 'CURVE']"
IfcRail,Length,real
IfcRail,Volume,real
IfcRail,Weight,real
IfcKerb,CombinedKerbGutter,"['TRUE', 'FALSE']"
IfcKerb,Mountable,"['TRUE', 'FALSE']"
IfcKerb,Upstand,real
IfcKerb,NominalHeight,real
IfcKerb,NominalLength,real
IfcKerb,NominalWidth,real
IfcKerb,StoneFinishes,string
IfcKerb,TypeDesignation,string
IfcKerb,NominalHeight,real
IfcKerb,NominalWidth,real
IfcKerb,NominalHeight,real
IfcKerb,NominalLength,real
IfcKerb,NominalWidth,real
IfcKerb,TypeDesignation,string
IfcKerb,CurveShape,"['EXTERNAL', 'INTERNAL']"
IfcKerb,Radius,real
IfcKerb,Depth,real
IfcKerb,Height,real
IfcKerb,Length,real
IfcKerb,Volume,real
IfcKerb,Weight,real
IfcKerb,Width,real
IfcRoad,Crossfall,real
IfcRoad,DesignSpeed,real
IfcRoad,DesignVehicleClass,string
IfcRoad,LaneWidth,real
IfcRoad,RoadDesignClass,string
IfcBeam,FireRating,string
IfcBeam,IsExternal,"['TRUE', 'FALSE']"
IfcBeam,LoadBearing,"['TRUE', 'FALSE']"
IfcBeam,Reference,string
IfcBeam,Roll,real
IfcBeam,Slope,real
IfcBeam,Span,real
IfcBeam,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcBeam,ThermalTransmittance,real
IfcBeam,CrossSectionArea,real
IfcBeam,GrossSurfaceArea,real
IfcBeam,GrossVolume,real
IfcBeam,GrossWeight,real
IfcBeam,Length,real
IfcBeam,NetSurfaceArea,real
IfcBeam,NetVolume,real
IfcBeam,NetWeight,real
IfcBeam,OuterSurfaceArea,real
IfcBeam,AssemblyPlace,"['FACTORY', 'NOTKNOWN', 'OFFSITE', 'OTHER', 'SITE', 'UNSET']"
IfcBeam,CastingMethod,"['INSITU', 'PRECAST', 'PRINTED', 'MIXED', 'OTHER', 'NOTKNOWN', 'UNSET']"
IfcBeam,ConcreteCover,real
IfcBeam,ConcreteCoverAtLinks,real
IfcBeam,ConcreteCoverAtMainBars,real
IfcBeam,ConstructionToleranceClass,string
IfcBeam,DimensionalAccuracyClass,string
IfcBeam,ExposureClass,string
IfcBeam,ReinforcementAreaRatio,real
IfcBeam,ReinforcementStrengthClass,string
IfcBeam,ReinforcementVolumeRatio,real
IfcBeam,StrengthClass,string
IfcBeam,StructuralClass,string
IfcBeam,ActualErectionDate,string
IfcBeam,ActualProductionDate,string
IfcBeam,AsBuiltLocationNumber,string
IfcBeam,PieceMark,string
IfcBeam,ProductionLotId,string
IfcBeam,SerialNumber,string
IfcBeam,TypeDesignation,string
IfcBeam,BatterAtEnd,real
IfcBeam,BatterAtStart,real
IfcBeam,CamberAtMidspan,real
IfcBeam,CornerChamfer,real
IfcBeam,DesignLocationNumber,string
IfcBeam,FormStrippingStrength,real
IfcBeam,HollowCorePlugging,string
IfcBeam,InitialTension,real
IfcBeam,LiftingStrength,real
IfcBeam,ManufacturingToleranceClass,string
IfcBeam,MinimumAllowableSupportLength,real
IfcBeam,PieceMark,string
IfcBeam,ReleaseStrength,real
IfcBeam,Shortening,real
IfcBeam,SupportDuringTransportDescription,string
IfcBeam,TendonRelaxation,real
IfcBeam,TransportationStrength,real
IfcBeam,Twisting,real
IfcBeam,TypeDesignation,string
IfcBeam,Description,string
IfcBeam,Reference,string
IfcBeam,SpacingBarPitch,real
IfcBeam,StirrupBarPitch,real
IfcBuildingElementProxy,FireRating,string
IfcBuildingElementProxy,IsExternal,"['TRUE', 'FALSE']"
IfcBuildingElementProxy,LoadBearing,"['TRUE', 'FALSE']"
IfcBuildingElementProxy,Reference,string
IfcBuildingElementProxy,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcBuildingElementProxy,ThermalTransmittance,real
IfcBuildingElementProxy,NetSurfaceArea,real
IfcBuildingElementProxy,NetVolume,real
IfcBuildingElementProxy,AssemblyPlace,"['FACTORY', 'NOTKNOWN', 'OFFSITE', 'OTHER', 'SITE', 'UNSET']"
IfcBuildingElementProxy,CastingMethod,"['INSITU', 'PRECAST', 'PRINTED', 'MIXED', 'OTHER', 'NOTKNOWN', 'UNSET']"
IfcBuildingElementProxy,ConcreteCover,real
IfcBuildingElementProxy,ConcreteCoverAtLinks,real
IfcBuildingElementProxy,ConcreteCoverAtMainBars,real
IfcBuildingElementProxy,ConstructionToleranceClass,string
IfcBuildingElementProxy,DimensionalAccuracyClass,string
IfcBuildingElementProxy,ExposureClass,string
IfcBuildingElementProxy,ReinforcementAreaRatio,real
IfcBuildingElementProxy,ReinforcementStrengthClass,string
IfcBuildingElementProxy,ReinforcementVolumeRatio,real
IfcBuildingElementProxy,StrengthClass,string
IfcBuildingElementProxy,StructuralClass,string
IfcBuildingElementProxy,ActualErectionDate,string
IfcBuildingElementProxy,ActualProductionDate,string
IfcBuildingElementProxy,AsBuiltLocationNumber,string
IfcBuildingElementProxy,PieceMark,string
IfcBuildingElementProxy,ProductionLotId,string
IfcBuildingElementProxy,SerialNumber,string
IfcBuildingElementProxy,TypeDesignation,string
IfcBuildingElementProxy,BatterAtEnd,real
IfcBuildingElementProxy,BatterAtStart,real
IfcBuildingElementProxy,CamberAtMidspan,real
IfcBuildingElementProxy,CornerChamfer,real
IfcBuildingElementProxy,DesignLocationNumber,string
IfcBuildingElementProxy,FormStrippingStrength,real
IfcBuildingElementProxy,HollowCorePlugging,string
IfcBuildingElementProxy,InitialTension,real
IfcBuildingElementProxy,LiftingStrength,real
IfcBuildingElementProxy,ManufacturingToleranceClass,string
IfcBuildingElementProxy,MinimumAllowableSupportLength,real
IfcBuildingElementProxy,PieceMark,string
IfcBuildingElementProxy,ReleaseStrength,real
IfcBuildingElementProxy,Shortening,real
IfcBuildingElementProxy,SupportDuringTransportDescription,string
IfcBuildingElementProxy,TendonRelaxation,real
IfcBuildingElementProxy,TransportationStrength,real
IfcBuildingElementProxy,Twisting,real
IfcBuildingElementProxy,TypeDesignation,string
IfcBuildingSystem,Reference,string
IfcBuildingSystem,LongName,string
IfcChimney,FireRating,string
IfcChimney,IsExternal,"['TRUE', 'FALSE']"
IfcChimney,LoadBearing,"['TRUE', 'FALSE']"
IfcChimney,Reference,string
IfcChimney,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcChimney,ThermalTransmittance,real
IfcChimney,Length,real
IfcChimney,AssemblyPlace,"['FACTORY', 'NOTKNOWN', 'OFFSITE', 'OTHER', 'SITE', 'UNSET']"
IfcChimney,CastingMethod,"['INSITU', 'PRECAST', 'PRINTED', 'MIXED', 'OTHER', 'NOTKNOWN', 'UNSET']"
IfcChimney,ConcreteCover,real
IfcChimney,ConcreteCoverAtLinks,real
